population,x,y
6,-176.13,-130.19
6,-175.0,-130.19
1,-176.12,-129.26
36,-180.64,-128.33
156,-179.5,-128.33
234,-178.37,-128.33
43,-177.24,-128.33
2,-172.71,-128.33
479,-179.5,-127.41
84,-178.36,-127.41
151,-177.23,-127.41
347,-176.1,-127.41
5,-174.97,-127.41
32,-173.84,-127.41
5,-172.7,-127.41
64,-179.49,-126.48
179,-178.35,-126.48
277,-177.22,-126.48
310,-176.09,-126.48
148,-174.96,-126.48
18,-173.83,-126.48
6,-172.7,-126.48
46,-178.34,-125.56
406,-177.21,-125.56
719,-176.08,-125.56
6,-172.69,-125.56
30,-170.42,-125.56
7,-180.6,-124.63
5,-179.47,-124.63
456,-177.2,-124.63
1760,-176.07,-124.63
234,-180.59,-123.7
6,-179.46,-123.7
490,-177.19,-123.7
343,-176.06,-123.7
310,-174.93,-123.7
8,-179.45,-122.78
242,-174.92,-122.78
68,-173.79,-122.78
118,-179.44,-121.85
29,-174.91,-121.85
174,-173.78,-121.85
217,-180.56,-120.93
44,-174.9,-120.93
793,-173.77,-120.93
4,-172.64,-120.93
25,-161.38,-126.48
23,-160.25,-126.48
49,-159.12,-126.48
46,-163.63,-125.56
36,-162.5,-125.56
58,-161.37,-125.56
77,-160.24,-125.56
89,-159.11,-125.56
58,-164.76,-124.63
84,-163.63,-124.63
31,-162.49,-124.63
25,-161.36,-124.63
133,-160.23,-124.63
74,-159.1,-124.63
1,-168.14,-123.7
86,-167.01,-123.7
87,-164.75,-123.7
81,-163.62,-123.7
116,-161.35,-123.7
621,-160.22,-123.7
360,-159.09,-123.7
10,-169.27,-122.78
11,-168.13,-122.78
38,-167.0,-122.78
61,-165.87,-122.78
230,-164.74,-122.78
562,-163.61,-122.78
231,-162.48,-122.78
674,-161.35,-122.78
687,-160.21,-122.78
7,-159.08,-122.78
56,-169.26,-121.85
20,-168.13,-121.85
82,-166.99,-121.85
11,-165.86,-121.85
50,-164.73,-121.85
283,-163.6,-121.85
775,-162.47,-121.85
1402,-161.34,-121.85
351,-160.21,-121.85
291,-159.07,-121.85
30,-168.12,-120.93
181,-166.99,-120.93
311,-165.85,-120.93
600,-164.72,-120.93
256,-163.59,-120.93
103,-162.46,-120.93
259,-161.33,-120.93
523,-160.2,-120.93
71,-159.07,-120.93
62,-157.98,-126.48
62,-157.98,-125.56
2,-156.84,-125.56
23,-157.97,-124.63
23,-157.96,-123.7
158,-157.95,-122.78
49,-156.82,-122.78
4,-151.16,-122.78
317,-157.94,-121.85
111,-156.81,-121.85
4,-155.68,-121.85
3,-154.55,-121.85
43,-151.15,-121.85
4,-157.93,-120.93
43,-153.41,-120.93
58,-152.28,-120.93
84,-151.15,-120.93
3,-148.88,-120.93
119,-174.9,-120.0
380,-173.76,-120.0
6,-176.02,-119.07
90,-174.89,-119.07
169,-173.76,-119.07
125,-173.75,-118.15
42,-172.62,-118.15
61,-177.1,-114.44
12,-172.58,-114.44
260,-171.45,-114.44
48,-179.36,-113.52
105,-178.22,-113.52
170,-172.57,-113.52
3230,-171.44,-113.52
218,-170.31,-113.52
148,-180.48,-112.59
1367,-179.35,-112.59
261,-178.22,-112.59
69,-177.08,-112.59
259,-175.95,-112.59
658,-174.82,-112.59
369,-173.69,-112.59
703,-172.56,-112.59
1999,-171.43,-112.59
535,-170.3,-112.59
66,-180.47,-111.67
743,-179.34,-111.67
302,-178.21,-111.67
203,-177.08,-111.67
1903,-175.94,-111.67
852,-174.81,-111.67
763,-173.68,-111.67
654,-172.55,-111.67
492,-170.29,-111.67
15,-168.11,-120.0
791,-166.98,-120.0
512,-165.85,-120.0
1886,-164.71,-120.0
367,-163.58,-120.0
2,-160.19,-120.0
26,-169.23,-119.07
126,-168.1,-119.07
827,-166.97,-119.07
2719,-165.84,-119.07
362,-164.71,-119.07
189,-163.57,-119.07
350,-162.44,-119.07
51,-161.31,-119.07
19,-160.18,-119.07
9,-159.05,-119.07
2,-169.22,-118.15
389,-168.09,-118.15
344,-166.96,-118.15
1324,-165.83,-118.15
2018,-164.7,-118.15
22,-163.57,-118.15
172,-162.43,-118.15
319,-161.3,-118.15
322,-159.04,-118.15
583,-169.21,-117.22
1162,-168.08,-117.22
1089,-166.95,-117.22
2171,-165.82,-117.22
2548,-164.69,-117.22
12,-163.56,-117.22
72,-162.43,-117.22
279,-161.3,-117.22
621,-160.16,-117.22
281,-159.03,-117.22
420,-169.2,-116.3
1332,-168.07,-116.3
2652,-166.94,-116.3
524,-165.81,-116.3
664,-164.68,-116.3
151,-163.55,-116.3
355,-162.42,-116.3
234,-161.29,-116.3
352,-160.16,-116.3
76,-159.02,-116.3
100,-169.2,-115.37
530,-168.06,-115.37
355,-166.93,-115.37
479,-165.8,-115.37
744,-164.67,-115.37
1516,-163.54,-115.37
138,-162.41,-115.37
42,-160.15,-115.37
67,-159.02,-115.37
39,-169.19,-114.44
541,-168.06,-114.44
977,-166.92,-114.44
3578,-165.79,-114.44
2815,-164.66,-114.44
247,-163.53,-114.44
84,-161.27,-114.44
224,-160.14,-114.44
168,-159.01,-114.44
466,-169.18,-113.52
807,-168.05,-113.52
1038,-166.92,-113.52
2971,-165.79,-113.52
2017,-164.65,-113.52
113,-162.39,-113.52
71,-161.26,-113.52
128,-160.13,-113.52
127,-169.17,-112.59
771,-168.04,-112.59
69,-166.91,-112.59
1275,-165.78,-112.59
98,-164.65,-112.59
154,-161.25,-112.59
163,-160.12,-112.59
2482,-169.16,-111.67
181,-168.03,-111.67
255,-166.9,-111.67
412,-165.77,-111.67
1897,-164.64,-111.67
341,-162.38,-111.67
148,-161.25,-111.67
66,-160.11,-111.67
145,-153.4,-120.0
42,-152.27,-120.0
151,-151.14,-120.0
2,-150.01,-120.0
32,-148.88,-120.0
191,-157.92,-119.07
74,-156.79,-119.07
59,-155.66,-119.07
466,-154.52,-119.07
91,-153.39,-119.07
170,-151.13,-119.07
11,-150.0,-119.07
554,-157.91,-118.15
158,-156.78,-118.15
1126,-155.65,-118.15
480,-154.52,-118.15
49,-149.99,-118.15
8,-148.86,-118.15
62,-157.9,-117.22
173,-156.77,-117.22
216,-155.64,-117.22
18,-157.89,-116.3
136,-155.63,-116.3
142,-151.11,-116.3
100,-149.98,-116.3
1,-157.89,-115.37
10,-156.75,-115.37
99,-155.62,-115.37
121,-154.49,-115.37
14,-151.1,-115.37
105,-149.97,-115.37
20,-157.88,-114.44
2,-149.96,-114.44
107,-149.95,-113.52
569,-157.86,-112.59
115,-156.73,-112.59
34,-152.21,-112.59
8,-157.85,-111.67
126,-154.46,-111.67
27,-151.07,-111.67
467,-180.46,-110.74
2425,-179.33,-110.74
121,-178.2,-110.74
57,-177.07,-110.74
3612,-175.94,-110.74
3285,-174.81,-110.74
3061,-173.67,-110.74
224,-172.54,-110.74
1108,-171.41,-110.74
3047,-170.28,-110.74
1099,-180.45,-109.81
703,-179.32,-109.81
73,-177.06,-109.81
3324,-175.93,-109.81
165,-174.8,-109.81
84,-173.67,-109.81
52,-172.53,-109.81
3545,-170.27,-109.81
2461,-180.44,-108.89
448,-179.31,-108.89
41,-178.18,-108.89
14,-177.05,-108.89
212,-175.92,-108.89
372,-174.79,-108.89
361,-173.66,-108.89
1332,-170.26,-108.89
2838,-180.43,-107.96
2385,-179.3,-107.96
338,-178.17,-107.96
7,-177.04,-107.96
753,-175.91,-107.96
2920,-174.78,-107.96
183,-173.65,-107.96
655,-171.39,-107.96
299,-170.26,-107.96
1243,-180.42,-107.04
2215,-179.29,-107.04
1578,-178.16,-107.04
676,-177.03,-107.04
2184,-175.9,-107.04
2754,-174.77,-107.04
167,-173.64,-107.04
13,-171.38,-107.04
51,-170.25,-107.04
2510,-180.41,-106.11
704,-179.28,-106.11
180,-178.15,-106.11
316,-177.02,-106.11
1045,-175.89,-106.11
1193,-174.76,-106.11
506,-170.24,-106.11
4250,-180.4,-105.19
1819,-179.27,-105.19
606,-178.14,-105.19
6,-177.01,-105.19
924,-171.36,-105.19
355,-170.23,-105.19
776,-180.39,-104.26
4796,-179.26,-104.26
2558,-178.13,-104.26
23,-177.0,-104.26
58,-172.48,-104.26
708,-171.35,-104.26
245,-170.22,-104.26
291,-180.38,-103.33
4769,-179.25,-103.33
6888,-178.12,-103.33
89,-176.99,-103.33
516,-172.47,-103.33
358,-171.34,-103.33
178,-170.21,-103.33
1796,-180.37,-102.41
438,-179.24,-102.41
3571,-178.11,-102.41
2013,-176.98,-102.41
464,-175.85,-102.41
202,-174.72,-102.41
25,-173.59,-102.41
1363,-172.46,-102.41
385,-171.33,-102.41
264,-170.2,-102.41
33,-169.15,-110.74
35,-166.89,-110.74
725,-165.76,-110.74
1800,-164.63,-110.74
203,-162.37,-110.74
346,-161.24,-110.74
256,-160.11,-110.74
230,-158.98,-110.74
382,-169.14,-109.81
15,-168.01,-109.81
311,-166.88,-109.81
1517,-165.75,-109.81
438,-164.62,-109.81
317,-163.49,-109.81
243,-162.36,-109.81
901,-161.23,-109.81
1033,-160.1,-109.81
2423,-158.97,-109.81
1729,-169.13,-108.89
525,-168.0,-108.89
72,-166.87,-108.89
1,-164.61,-108.89
133,-163.48,-108.89
613,-162.35,-108.89
342,-161.22,-108.89
87,-160.09,-108.89
1337,-158.96,-108.89
2847,-169.13,-107.96
657,-166.86,-107.96
705,-165.73,-107.96
172,-163.47,-107.96
525,-162.34,-107.96
1,-161.21,-107.96
409,-160.08,-107.96
119,-158.95,-107.96
398,-169.12,-107.04
95,-167.99,-107.04
3485,-166.86,-107.04
1757,-165.73,-107.04
500,-163.46,-107.04
88,-162.33,-107.04
1654,-160.07,-107.04
118,-158.94,-107.04
481,-169.11,-106.11
722,-167.98,-106.11
369,-166.85,-106.11
301,-165.72,-106.11
375,-164.59,-106.11
137,-163.46,-106.11
48,-160.06,-106.11
216,-158.93,-106.11
175,-169.1,-105.19
209,-167.97,-105.19
203,-166.84,-105.19
132,-165.71,-105.19
325,-164.58,-105.19
215,-163.45,-105.19
153,-162.32,-105.19
296,-161.19,-105.19
175,-160.06,-105.19
319,-158.93,-105.19
291,-169.09,-104.26
340,-167.96,-104.26
244,-166.83,-104.26
289,-165.7,-104.26
1438,-164.57,-104.26
539,-163.44,-104.26
613,-162.31,-104.26
84,-161.18,-104.26
287,-169.08,-103.33
175,-167.95,-103.33
5,-166.82,-103.33
692,-165.69,-103.33
207,-164.56,-103.33
9,-163.43,-103.33
117,-162.3,-103.33
87,-158.91,-103.33
343,-169.07,-102.41
73,-167.94,-102.41
64,-166.81,-102.41
93,-165.68,-102.41
52,-164.55,-102.41
450,-163.42,-102.41
98,-161.16,-102.41
57,-160.03,-102.41
395,-158.9,-102.41
949,-157.84,-110.74
59,-156.71,-110.74
330,-155.58,-110.74
315,-154.45,-110.74
6,-153.32,-110.74
2338,-157.84,-109.81
653,-156.71,-109.81
2,-155.58,-109.81
22,-153.31,-109.81
166,-157.83,-108.89
2,-155.57,-108.89
55,-153.31,-108.89
18,-152.18,-108.89
7,-157.82,-107.96
55,-156.69,-107.96
61,-155.56,-107.96
51,-154.43,-107.96
120,-157.81,-107.04
266,-156.68,-107.04
56,-153.29,-107.04
6,-151.03,-107.04
213,-157.8,-106.11
38,-156.67,-106.11
393,-155.54,-106.11
96,-153.28,-106.11
361,-152.15,-106.11
1,-151.02,-106.11
43,-157.8,-105.19
113,-153.27,-105.19
35,-156.66,-104.26
85,-154.4,-104.26
79,-153.27,-104.26
191,-157.78,-103.33
341,-156.65,-103.33
372,-155.52,-103.33
263,-154.39,-103.33
5,-153.26,-103.33
2,-152.13,-103.33
14,-149.87,-103.33
351,-157.77,-102.41
128,-156.64,-102.41
458,-155.51,-102.41
473,-154.38,-102.41
697,-153.25,-102.41
238,-152.12,-102.41
176,-150.99,-102.41
11,-149.86,-102.41
744,-180.36,-101.48
524,-179.23,-101.48
2280,-178.1,-101.48
1217,-176.97,-101.48
13,-175.84,-101.48
166,-174.71,-101.48
614,-173.58,-101.48
382,-172.45,-101.48
304,-171.32,-101.48
243,-170.19,-101.48
712,-180.36,-100.56
668,-179.23,-100.56
402,-178.1,-100.56
568,-176.97,-100.56
167,-175.84,-100.56
1572,-174.71,-100.56
865,-173.58,-100.56
377,-172.45,-100.56
217,-171.32,-100.56
694,-170.19,-100.56
2001,-180.35,-99.63
1940,-179.22,-99.63
70,-178.09,-99.63
280,-176.96,-99.63
637,-175.83,-99.63
2357,-174.7,-99.63
1999,-173.57,-99.63
700,-172.44,-99.63
937,-171.31,-99.63
671,-170.18,-99.63
795,-180.34,-98.7
721,-179.21,-98.7
60,-178.08,-98.7
796,-176.95,-98.7
3080,-175.82,-98.7
1068,-174.69,-98.7
1102,-173.56,-98.7
3068,-172.43,-98.7
1749,-171.3,-98.7
935,-170.17,-98.7
311,-180.33,-97.78
721,-179.2,-97.78
385,-178.07,-97.78
56,-176.94,-97.78
625,-175.81,-97.78
1043,-174.68,-97.78
1100,-173.55,-97.78
6660,-172.42,-97.78
4351,-171.29,-97.78
1746,-170.16,-97.78
13,-180.32,-96.85
5,-179.19,-96.85
442,-178.06,-96.85
68,-176.93,-96.85
513,-175.8,-96.85
256,-174.67,-96.85
2132,-173.54,-96.85
4360,-172.41,-96.85
5246,-171.28,-96.85
830,-170.15,-96.85
60,-180.31,-95.93
47,-179.18,-95.93
162,-178.05,-95.93
95,-176.92,-95.93
407,-175.79,-95.93
280,-174.66,-95.93
2293,-173.53,-95.93
3750,-172.4,-95.93
1244,-171.27,-95.93
1040,-170.14,-95.93
105,-179.17,-95.0
55,-178.04,-95.0
3,-176.91,-95.0
282,-174.65,-95.0
326,-173.52,-95.0
1701,-172.39,-95.0
477,-170.13,-95.0
75,-174.64,-94.07
448,-172.38,-94.07
172,-170.12,-94.07
51,-175.76,-93.15
127,-174.63,-93.15
80,-173.5,-93.15
290,-172.37,-93.15
44,-171.24,-93.15
6,-170.11,-93.15
180,-169.06,-101.48
246,-167.93,-101.48
701,-166.8,-101.48
24,-165.67,-101.48
545,-164.54,-101.48
994,-163.41,-101.48
385,-162.28,-101.48
573,-161.15,-101.48
1206,-160.02,-101.48
456,-158.89,-101.48
228,-169.06,-100.56
1124,-167.92,-100.56
333,-166.79,-100.56
300,-165.66,-100.56
627,-164.53,-100.56
1382,-163.4,-100.56
2201,-162.27,-100.56
3143,-161.14,-100.56
2694,-160.01,-100.56
267,-158.88,-100.56
327,-169.05,-99.63
29,-167.92,-99.63
493,-166.79,-99.63
617,-165.66,-99.63
1734,-164.53,-99.63
3663,-163.4,-99.63
5879,-162.27,-99.63
1390,-161.14,-99.63
400,-160.01,-99.63
219,-158.88,-99.63
532,-169.04,-98.7
1520,-167.91,-98.7
601,-166.78,-98.7
561,-165.65,-98.7
1087,-164.52,-98.7
3289,-163.39,-98.7
3247,-162.26,-98.7
567,-161.13,-98.7
338,-160.0,-98.7
176,-158.87,-98.7
613,-169.03,-97.78
636,-167.9,-97.78
516,-166.77,-97.78
30,-165.64,-97.78
10,-164.51,-97.78
1119,-163.38,-97.78
1321,-162.25,-97.78
180,-161.12,-97.78
229,-159.99,-97.78
276,-158.86,-97.78
171,-169.02,-96.85
175,-167.89,-96.85
1191,-166.76,-96.85
117,-165.63,-96.85
259,-163.37,-96.85
190,-162.24,-96.85
695,-161.11,-96.85
701,-159.98,-96.85
374,-158.85,-96.85
2304,-169.01,-95.93
874,-167.88,-95.93
151,-166.75,-95.93
616,-165.62,-95.93
570,-164.49,-95.93
441,-163.36,-95.93
139,-162.23,-95.93
472,-161.1,-95.93
480,-159.97,-95.93
471,-158.84,-95.93
3182,-169.0,-95.0
987,-167.87,-95.0
29,-166.74,-95.0
136,-165.61,-95.0
2937,-164.48,-95.0
910,-163.35,-95.0
366,-162.22,-95.0
409,-161.09,-95.0
422,-159.96,-95.0
511,-158.84,-95.0
1252,-168.99,-94.07
5,-167.86,-94.07
59,-166.73,-94.07
78,-165.6,-94.07
1356,-164.47,-94.07
1375,-163.35,-94.07
16,-162.22,-94.07
1015,-161.09,-94.07
544,-159.96,-94.07
405,-158.83,-94.07
78,-168.98,-93.15
104,-167.86,-93.15
170,-166.73,-93.15
587,-165.6,-93.15
124,-164.47,-93.15
2207,-163.34,-93.15
774,-162.21,-93.15
1144,-161.08,-93.15
484,-159.95,-93.15
413,-158.82,-93.15
392,-157.76,-101.48
245,-156.63,-101.48
298,-155.5,-101.48
150,-154.37,-101.48
251,-157.75,-100.56
163,-156.62,-100.56
211,-155.49,-100.56
3,-147.58,-100.56
409,-157.75,-99.63
346,-155.49,-99.63
3,-154.36,-99.63
89,-147.58,-99.63
9,-157.74,-98.7
268,-156.61,-98.7
412,-155.48,-98.7
61,-147.57,-98.7
198,-157.73,-97.78
245,-156.6,-97.78
404,-155.47,-97.78
12,-152.08,-97.78
328,-157.72,-96.85
417,-156.59,-96.85
397,-155.46,-96.85
5,-154.33,-96.85
2,-149.81,-96.85
2,-148.68,-96.85
19,-147.55,-96.85
640,-157.71,-95.93
336,-156.58,-95.93
75,-155.45,-95.93
247,-157.71,-95.0
418,-156.58,-95.0
449,-157.7,-94.07
100,-156.57,-94.07
84,-155.44,-94.07
443,-157.69,-93.15
55,-156.56,-93.15
153,-155.43,-93.15
19,-146.46,-101.48
75,-146.45,-100.56
22,-146.45,-99.63
21,-146.42,-95.93
5,-174.62,-92.22
495,-173.49,-92.22
47,-172.36,-92.22
34,-171.23,-92.22
183,-170.11,-92.22
47,-173.48,-91.3
16,-173.48,-90.37
280,-172.35,-90.37
31,-175.73,-89.44
18,-172.34,-89.44
172,-171.21,-89.44
113,-170.08,-89.44
212,-175.72,-88.52
3,-172.33,-88.52
391,-170.07,-88.52
33,-171.19,-87.59
533,-170.06,-87.59
1,-170.05,-86.67
333,-168.98,-92.22
46,-167.85,-92.22
840,-166.72,-92.22
33,-165.59,-92.22
1321,-164.46,-92.22
278,-163.33,-92.22
2423,-162.2,-92.22
1573,-161.07,-92.22
1540,-159.94,-92.22
400,-158.81,-92.22
896,-167.84,-91.3
3126,-166.71,-91.3
4212,-165.58,-91.3
4351,-164.45,-91.3
210,-163.32,-91.3
2258,-162.19,-91.3
1665,-161.06,-91.3
67,-159.93,-91.3
641,-158.8,-91.3
259,-167.83,-90.37
2142,-166.7,-90.37
1359,-165.57,-90.37
1344,-164.44,-90.37
401,-163.31,-90.37
980,-162.18,-90.37
572,-161.05,-90.37
935,-159.92,-90.37
416,-158.79,-90.37
496,-168.95,-89.44
221,-167.82,-89.44
385,-166.69,-89.44
119,-165.56,-89.44
159,-164.43,-89.44
974,-163.3,-89.44
601,-162.17,-89.44
1594,-161.04,-89.44
1242,-159.91,-89.44
364,-158.79,-89.44
8,-168.94,-88.52
241,-167.81,-88.52
576,-166.68,-88.52
498,-165.55,-88.52
508,-164.42,-88.52
3129,-163.29,-88.52
1268,-162.17,-88.52
776,-161.04,-88.52
1887,-159.91,-88.52
78,-158.78,-88.52
212,-168.93,-87.59
541,-167.8,-87.59
412,-166.67,-87.59
123,-165.54,-87.59
429,-164.42,-87.59
220,-163.29,-87.59
221,-162.16,-87.59
724,-161.03,-87.59
473,-159.9,-87.59
215,-158.77,-87.59
11,-168.92,-86.67
135,-167.79,-86.67
73,-166.66,-86.67
286,-165.54,-86.67
503,-164.41,-86.67
324,-163.28,-86.67
203,-162.15,-86.67
576,-161.02,-86.67
2950,-159.89,-86.67
703,-158.76,-86.67
584,-166.66,-85.74
223,-165.53,-85.74
158,-164.4,-85.74
72,-163.27,-85.74
173,-162.14,-85.74
3118,-161.01,-85.74
1214,-159.88,-85.74
914,-158.75,-85.74
17,-166.65,-84.81
4,-165.52,-84.81
276,-164.39,-84.81
3525,-161.0,-84.81
1257,-159.87,-84.81
1573,-158.74,-84.81
197,-164.38,-83.89
286,-163.25,-83.89
2,-162.12,-83.89
600,-160.99,-83.89
1928,-159.86,-83.89
4652,-158.74,-83.89
607,-157.68,-92.22
259,-156.55,-92.22
104,-155.42,-92.22
114,-150.9,-92.22
459,-157.67,-91.3
169,-156.54,-91.3
50,-155.41,-91.3
11,-153.15,-91.3
107,-150.9,-91.3
878,-157.66,-90.37
245,-156.53,-90.37
13,-155.41,-90.37
1,-154.28,-90.37
160,-153.15,-90.37
311,-152.02,-90.37
72,-150.89,-90.37
1201,-157.66,-89.44
279,-156.53,-89.44
707,-155.4,-89.44
395,-154.27,-89.44
12,-153.14,-89.44
48,-152.01,-89.44
13,-150.88,-89.44
1090,-157.65,-88.52
572,-156.52,-88.52
194,-155.39,-88.52
17,-153.13,-88.52
33,-152.0,-88.52
110,-150.87,-88.52
32,-149.74,-88.52
513,-157.64,-87.59
18,-156.51,-87.59
407,-155.38,-87.59
1,-154.25,-87.59
6,-153.12,-87.59
5,-151.99,-87.59
79,-150.86,-87.59
53,-149.74,-87.59
30,-147.48,-87.59
816,-157.63,-86.67
40,-156.5,-86.67
622,-155.37,-86.67
526,-154.24,-86.67
152,-153.11,-86.67
13,-151.99,-86.67
15,-150.86,-86.67
1652,-157.62,-85.74
449,-156.49,-85.74
1081,-155.37,-85.74
1712,-154.24,-85.74
153,-153.11,-85.74
4509,-157.62,-84.81
845,-156.49,-84.81
283,-155.36,-84.81
216,-154.23,-84.81
201,-153.1,-84.81
26,-151.97,-84.81
4711,-157.61,-83.89
2600,-156.48,-83.89
1294,-155.35,-83.89
8,-153.09,-83.89
1,-151.96,-83.89
2,-150.83,-83.89
15,-146.35,-87.59
39,-180.16,-81.11
12,-179.02,-80.19
206,-180.14,-79.26
155,-179.01,-79.26
945,-180.13,-78.33
377,-179.0,-78.33
273,-180.12,-77.41
375,-178.99,-77.41
176,-177.86,-77.41
73,-176.74,-77.41
421,-180.11,-76.48
412,-178.98,-76.48
75,-177.85,-76.48
163,-176.73,-76.48
355,-175.6,-76.48
280,-180.1,-75.56
577,-178.97,-75.56
796,-177.85,-75.56
286,-176.72,-75.56
190,-175.59,-75.56
500,-174.46,-75.56
2,-173.33,-75.56
472,-180.09,-74.63
1906,-178.96,-74.63
1259,-177.84,-74.63
615,-176.71,-74.63
453,-175.58,-74.63
292,-174.45,-74.63
208,-163.24,-82.96
669,-162.11,-82.96
446,-160.99,-82.96
2599,-159.86,-82.96
5942,-158.73,-82.96
69,-162.11,-82.04
1710,-160.98,-82.04
3971,-159.85,-82.04
5892,-158.72,-82.04
35,-160.97,-81.11
1960,-159.84,-81.11
6067,-158.71,-81.11
96,-159.83,-80.19
2247,-158.7,-80.19
306,-158.69,-79.26
3273,-157.6,-82.96
3892,-156.47,-82.96
1005,-155.34,-82.96
20,-153.08,-82.96
6,-149.7,-82.96
3887,-157.59,-82.04
4010,-156.46,-82.04
44,-155.33,-82.04
10,-154.2,-82.04
3537,-157.58,-81.11
2084,-156.45,-81.11
140,-155.32,-81.11
3,-154.2,-81.11
38,-153.07,-81.11
1789,-157.57,-80.19
1132,-156.45,-80.19
761,-155.32,-80.19
791,-154.19,-80.19
15,-153.06,-80.19
1487,-157.57,-79.26
549,-156.44,-79.26
429,-155.31,-79.26
15,-153.05,-79.26
145,-157.56,-78.33
40,-156.43,-78.33
81,-155.3,-78.33
93,-154.17,-78.33
499,-157.55,-77.41
175,-156.42,-77.41
87,-155.29,-77.41
345,-154.16,-77.41
104,-153.04,-77.41
252,-149.65,-77.41
126,-148.52,-77.41
284,-157.54,-76.48
314,-156.41,-76.48
1963,-155.28,-76.48
1217,-154.16,-76.48
143,-153.03,-76.48
264,-151.9,-76.48
30,-150.77,-76.48
212,-149.64,-76.48
388,-156.4,-75.56
861,-155.28,-75.56
907,-154.15,-75.56
112,-153.02,-75.56
583,-151.89,-75.56
420,-150.76,-75.56
485,-149.63,-75.56
163,-148.51,-75.56
494,-156.4,-74.63
261,-155.27,-74.63
1220,-154.14,-74.63
593,-153.01,-74.63
799,-151.88,-74.63
179,-150.75,-74.63
465,-149.63,-74.63
173,-148.5,-74.63
71,-146.25,-75.56
209,-146.24,-74.63
17,-145.11,-74.63
2,-198.14,-73.7
7,-192.5,-73.7
5,-198.13,-72.78
2,-195.87,-72.78
1,-194.74,-72.78
35,-192.49,-72.78
17,-199.24,-71.85
4,-198.12,-71.85
2,-195.86,-71.85
9,-199.23,-70.93
10,-198.11,-70.93
4,-192.46,-70.93
2,-195.81,-67.22
10,-194.68,-67.22
77,-189.11,-73.7
38,-182.34,-73.7
50,-181.21,-73.7
77,-189.1,-72.78
62,-187.97,-72.78
3,-186.84,-72.78
33,-183.46,-72.78
1,-182.33,-72.78
160,-181.2,-72.78
35,-190.22,-71.85
9,-189.09,-71.85
488,-187.96,-71.85
87,-186.83,-71.85
5,-184.58,-71.85
40,-183.45,-71.85
143,-182.32,-71.85
198,-181.19,-71.85
2,-191.34,-70.93
5,-189.08,-70.93
72,-187.95,-70.93
26,-186.82,-70.93
85,-185.7,-70.93
2,-184.57,-70.93
107,-183.44,-70.93
267,-182.31,-70.93
79,-181.18,-70.93
40,-190.2,-70.0
12,-189.07,-70.0
70,-186.81,-70.0
21,-185.69,-70.0
16,-184.56,-70.0
3,-183.43,-70.0
8,-191.32,-69.07
4,-190.18,-68.15
4,-187.92,-68.15
3,-189.04,-67.22
10,-187.91,-67.22
13,-187.9,-66.3
159,-181.14,-66.3
24,-185.64,-65.37
113,-181.13,-65.37
369,-185.63,-64.44
266,-181.12,-64.44
1,-186.75,-63.52
38,-185.62,-63.52
6,-184.49,-63.52
16,-181.11,-63.52
30,-186.74,-62.59
8,-187.85,-61.67
477,-180.08,-73.7
1129,-178.95,-73.7
115,-177.83,-73.7
871,-176.7,-73.7
471,-175.57,-73.7
335,-180.07,-72.78
194,-178.95,-72.78
873,-177.82,-72.78
597,-176.69,-72.78
895,-175.56,-72.78
4,-180.06,-71.85
401,-178.94,-71.85
2329,-177.81,-71.85
1005,-176.68,-71.85
607,-175.55,-71.85
31,-174.42,-71.85
38,-178.93,-70.93
949,-177.8,-70.93
540,-176.67,-70.93
112,-175.54,-70.93
66,-180.05,-70.0
84,-178.92,-70.0
359,-177.79,-70.0
38,-176.66,-70.0
9,-175.53,-70.0
7,-178.91,-69.07
113,-177.78,-69.07
255,-177.77,-68.15
359,-178.89,-67.22
2032,-177.76,-67.22
147,-180.01,-66.3
528,-178.88,-66.3
1869,-177.75,-66.3
550,-176.62,-66.3
290,-180.0,-65.37
753,-178.87,-65.37
1088,-177.74,-65.37
589,-176.62,-65.37
152,-160.85,-68.15
31,-159.72,-68.15
1551,-158.6,-68.15
512,-160.84,-67.22
673,-159.71,-67.22
315,-158.59,-67.22
256,-160.83,-66.3
589,-159.71,-66.3
195,-158.58,-66.3
36,-161.95,-65.37
356,-160.83,-65.37
181,-159.7,-65.37
697,-158.57,-65.37
212,-156.39,-73.7
454,-155.26,-73.7
1501,-154.13,-73.7
691,-153.0,-73.7
193,-151.87,-73.7
397,-150.75,-73.7
4,-149.62,-73.7
208,-148.49,-73.7
44,-147.36,-73.7
45,-155.25,-72.78
2273,-154.12,-72.78
582,-153.0,-72.78
20,-151.87,-72.78
59,-149.61,-72.78
463,-148.48,-72.78
577,-155.24,-71.85
159,-154.12,-71.85
341,-152.99,-71.85
225,-151.86,-71.85
238,-150.73,-71.85
263,-149.6,-71.85
10,-148.47,-71.85
2,-147.35,-71.85
10,-156.36,-70.93
876,-155.24,-70.93
634,-154.11,-70.93
364,-152.98,-70.93
170,-151.85,-70.93
296,-149.59,-70.93
336,-148.47,-70.93
935,-147.34,-70.93
1955,-156.36,-70.0
4505,-155.23,-70.0
944,-154.1,-70.0
696,-152.97,-70.0
246,-151.84,-70.0
234,-150.71,-70.0
165,-149.59,-70.0
480,-148.46,-70.0
351,-147.33,-70.0
1074,-157.48,-69.07
4412,-156.35,-69.07
4514,-155.22,-69.07
2560,-154.09,-69.07
299,-152.96,-69.07
143,-151.84,-69.07
87,-150.71,-69.07
